Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,CLTV,Churn,Tenure_Group,Online Security_flag,Online Backup_flag,Device Protection_flag,Tech Support_flag,Streaming TV_flag,Streaming Movies_flag,Total_Services,Has_Addons,Has_Fiber,Has_Autopay,Is_Senior,Is_Family,Is_New_Customer,Avg_Charge
Female,No,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,5160,0,61-72,1,0,0,1,0,0,2,1,0,1,0,1,0,56.6
Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,2120,0,13-24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.97
Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,5368,0,61-72,0,0,0,0,0,0,0,0,0,1,0,0,0,20.399305555555557
Male,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,4149,0,49-60,1,0,1,0,1,0,3,1,1,1,0,1,0,96.86666666666666
Male,Yes,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2844,0,25-36,0,1,0,0,1,1,3,1,1,0,1,1,0,89.4203125
Female,No,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,2438,0,37-48,0,0,0,0,0,0,0,0,0,1,0,1,0,23.17717391304348
Female,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,3483,0,25-36,0,0,0,0,0,0,0,0,1,0,0,1,0,74.10517241379311
Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4899,0,49-60,0,1,1,1,0,0,3,1,1,0,0,0,0,87.70588235294117
Female,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,5523,0,37-48,0,0,0,0,0,0,0,0,1,1,1,1,0,73.85520833333334
Female,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,3624,0,13-24,0,1,0,0,0,0,1,1,1,1,0,1,0,74.734375
Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,5582,0,61-72,0,1,1,1,0,1,4,1,1,1,0,1,0,97.9842857142857
Female,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,3021,0,37-48,0,0,0,0,0,0,0,0,0,0,0,1,0,25.6175
Female,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,3181,0,0-6,0,0,0,0,0,0,0,0,0,0,0,1,1,26.45
Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,5501,0,7-12,0,0,0,0,0,0,0,0,1,1,0,0,0,73.63571428571429
Male,No,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,3055,0,25-36,0,1,1,1,0,1,4,1,1,1,0,0,0,97.60172413793103
Male,No,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,3037,0,37-48,0,0,0,0,0,0,0,0,0,0,0,1,0,25.238636363636363
Female,No,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,2164,0,7-12,1,1,1,0,0,0,3,1,0,1,0,0,0,44.93
Female,Yes,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,4763,0,49-60,0,0,0,0,0,0,0,0,0,1,1,1,0,51.61000000000001
Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,4621,0,49-60,0,1,1,0,1,1,4,1,1,1,1,1,0,103.39230769230768
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,4922,0,7-12,0,0,0,0,0,1,1,1,1,0,0,1,0,85.86
Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,4030,0,13-24,0,0,0,0,0,0,0,0,1,1,0,0,0,77.50277777777778
Female,No,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,4620,0,61-72,1,0,0,1,0,0,2,1,0,1,0,1,0,58.46617647058823
Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,5092,0,61-72,1,1,1,1,1,1,6,1,0,1,0,1,0,66.45069444444444
Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,3477,0,0-6,1,0,1,0,0,0,2,1,0,0,0,0,1,59.75
Male,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,2011,0,37-48,0,0,0,0,0,0,0,0,0,0,0,1,0,21.93780487804878
Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,3080,0,25-36,0,0,1,1,1,0,3,1,0,1,0,0,0,45.53076923076923
Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,5744,0,25-36,0,0,0,0,0,0,0,0,0,1,0,1,0,20.001388888888886
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,4842,0,61-72,1,1,1,1,1,1,6,1,1,1,0,1,0,117.6138888888889
Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,4945,0,25-36,0,0,0,1,0,1,2,1,1,1,0,1,0,90.32
Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,2962,0,0-6,0,0,1,1,0,0,2,1,0,0,0,0,1,55.05
Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,2683,0,13-24,1,0,1,1,1,1,5,1,1,0,0,1,0,117.659375
Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5348,0,49-60,1,0,0,0,1,1,3,1,1,1,1,0,0,103.47755102040816
Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,4488,0,49-60,1,1,1,1,1,1,6,1,1,0,0,1,0,112.02777777777777
Female,No,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,2466,0,13-24,1,0,0,0,0,1,2,1,0,0,0,1,0,64.81666666666666
Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,5544,0,25-36,0,0,0,0,0,1,1,1,1,0,0,1,0,81.60138888888889
Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,5674,0,49-60,0,0,0,0,0,0,0,0,0,1,0,1,0,24.427884615384617
Male,No,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,5505,0,7-12,0,0,1,0,1,1,3,1,1,0,0,1,0,94.94375
Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,5534,0,61-72,1,1,0,1,1,1,5,1,1,1,0,1,0,105.71597222222222
Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,5655,0,61-72,0,0,0,0,0,0,0,0,0,0,0,0,0,25.66796875
Female,Yes,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,3509,0,13-24,1,0,1,1,0,1,4,1,0,0,1,0,0,70.24545454545455
Male,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,5359,0,49-60,0,1,1,1,1,1,5,1,0,1,0,1,0,59.70666666666667
Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,4900,0,61-72,0,0,0,0,0,0,0,0,0,0,0,1,0,23.24426229508197
Female,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,5813,0,13-24,0,1,1,0,1,1,4,1,1,0,0,0,0,103.94375000000001
Male,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2037,0,25-36,0,1,1,1,1,0,4,1,1,1,0,1,0,98.86964285714285
Female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,4274,0,25-36,0,1,1,1,1,1,5,1,0,1,0,1,0,78.97666666666667
Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,4823,0,0-6,0,0,0,0,0,0,0,0,0,0,0,1,1,19.0
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,4120,0,0-6,0,0,0,0,0,0,0,0,1,0,0,0,1,75.1
Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,2231,0,0-6,0,0,0,0,0,0,0,0,0,0,0,1,1,16.816666666666666
Female,No,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,4208,0,13-24,0,1,0,0,1,1,3,1,0,1,0,1,0,67.25208333333333
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,4404,0,61-72,1,1,1,1,1,1,6,1,1,1,1,1,0,116.73472222222222
Male,No,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,5055,0,61-72,0,0,0,1,0,1,2,1,0,0,0,0,0,39.996428571428574
Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6270,0,61-72,0,0,1,1,1,1,4,1,1,0,1,1,0,102.16328125
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6016,0,61-72,0,1,0,0,1,0,2,1,1,0,0,1,0,91.51319444444444
Female,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,2809,0,37-48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.729545454545455
Female,Yes,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,4086,0,13-24,0,0,0,0,0,0,0,0,0,0,1,0,0,19.447058823529414
Male,No,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,4900,0,7-12,0,0,1,0,1,1,3,1,0,0,0,1,0,62.71111111111111
Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,2977,0,13-24,1,0,0,1,0,0,2,1,0,0,0,1,0,54.80625
Male,Yes,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,5479,0,25-36,0,1,0,1,1,1,4,1,0,0,1,1,0,78.49142857142857
Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,2950,0,7-12,1,1,1,1,1,0,5,1,0,0,0,1,0,79.14999999999999
Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,3372,0,7-12,0,0,0,0,0,0,0,0,0,0,0,1,0,20.522727272727273
Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,2416,0,13-24,0,0,0,0,0,1,1,1,1,0,1,0,0,83.58
Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,6288,0,61-72,0,1,1,1,1,1,5,1,1,1,0,1,0,111.16388888888889
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6202,0,61-72,0,0,0,0,0,1,1,1,1,1,0,1,0,85.15069444444445
Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,2565,0,13-24,0,1,0,0,1,1,3,1,1,0,0,0,0,94.33333333333333
Male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,5842,0,61-72,0,1,1,1,1,1,5,1,0,1,0,0,0,86.13819444444444
Female,No,Yes,No,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55,2578,0,0-6,1,0,1,1,1,0,4,1,0,1,0,1,1,52.55
Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,4046,0,61-72,0,1,1,0,1,1,4,1,1,1,0,1,0,104.71825396825396
Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,5810,0,0-6,0,1,0,0,1,0,2,1,0,0,0,0,1,57.075
Male,Yes,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,4001,0,61-72,0,1,0,0,0,1,2,1,0,1,1,1,0,63.97704918032787
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,2968,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,20.4
Male,No,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,3851,0,25-36,1,1,0,1,0,0,3,1,0,0,0,1,0,63.77321428571429
Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,4500,0,61-72,0,0,0,0,0,0,0,0,0,1,0,1,0,19.966428571428573
Male,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,4022,0,25-36,1,1,1,1,1,1,6,1,1,1,0,0,0,114.6779411764706
Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,4583,0,61-72,1,0,0,0,0,0,1,1,1,1,1,1,0,79.94366197183099
Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,6316,0,61-72,1,0,0,0,0,1,2,1,0,1,0,1,0,64.90214285714285
Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,6099,0,49-60,1,0,1,1,0,0,3,1,1,1,0,1,0,83.20769230769231
Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5189,0,61-72,1,1,1,1,1,0,5,1,0,1,0,0,0,79.74710144927536
Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,4886,0,7-12,0,0,1,0,0,0,1,1,1,0,0,1,0,77.43636363636364
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,4905,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,19.85
Male,Yes,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,2574,0,13-24,1,0,1,1,0,1,4,1,1,1,1,1,0,90.91499999999999
Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,4842,0,61-72,1,0,1,0,1,1,4,1,1,0,0,0,0,103.2811475409836
Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,4212,0,49-60,0,1,0,1,1,1,4,1,1,1,0,0,0,105.65982142857142
Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,3597,0,25-36,1,1,1,1,0,0,4,1,1,1,0,0,0,95.08
Female,No,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,5271,0,25-36,1,0,0,1,0,0,2,1,0,0,0,0,0,55.225
Female,Yes,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,2064,0,0-6,0,0,0,0,0,0,0,0,1,0,1,1,1,60.52
Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,4996,0,7-12,0,0,0,0,0,0,0,0,0,1,0,0,0,22.120833333333334
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,5666,0,61-72,0,1,1,0,1,1,4,1,1,0,0,1,0,104.32014925373134
Male,Yes,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,5495,0,25-36,0,0,0,0,0,0,0,0,0,0,1,1,0,49.724137931034484
Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,6411,0,49-60,0,0,0,0,0,1,1,1,1,1,0,1,0,85.69818181818181
Male,No,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4770,0,49-60,1,0,1,0,1,0,3,1,1,0,0,0,0,91.12115384615385
Male,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,5168,0,61-72,1,1,1,1,1,1,6,1,1,1,1,1,0,116.6548611111111
Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5653,0,49-60,0,1,0,1,1,0,3,1,1,1,0,1,0,93.62672413793103
Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,3764,0,25-36,0,0,0,0,0,0,0,0,0,0,0,1,0,19.627142857142857
Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5840,0,49-60,0,1,1,1,1,0,4,1,1,1,1,0,0,101.89821428571429
Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,4368,0,13-24,0,0,0,0,0,0,0,0,0,1,0,1,0,20.443749999999998
Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,4485,0,61-72,0,0,0,0,0,0,0,0,0,1,0,1,0,19.432142857142857
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,5213,0,0-6,0,0,0,0,1,0,1,1,1,0,0,0,1,87.225
Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,4324,0,61-72,0,0,1,1,1,1,4,1,1,1,1,1,0,108.5264705882353
Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,2325,0,7-12,0,0,1,0,1,0,2,1,1,0,0,0,0,85.14583333333333
Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,4980,0,61-72,0,1,0,0,0,0,1,1,1,1,0,1,0,79.82619047619048
Female,No,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,4276,0,25-36,1,1,1,0,0,0,3,1,0,0,0,1,0,59.25454545454546
Female,No,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,5251,0,61-72,0,1,0,0,1,1,3,1,1,1,0,1,0,97.74202898550725
Female,No,Yes,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5667,0,49-60,0,1,1,1,1,1,5,1,0,1,0,1,0,82.445
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,5308,0,61-72,1,1,1,1,1,1,6,1,1,1,0,1,0,114.5625
Female,No,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,3880,0,7-12,0,0,0,0,0,1,1,1,0,0,0,0,0,54.690909090909095
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,3968,0,0-6,0,0,0,0,0,0,0,0,0,0,0,0,1,19.55
Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2074,0,25-36,0,0,0,0,0,1,1,1,1,1,0,1,0,77.85882352941177
Female,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,5742,0,61-72,0,1,0,1,1,1,4,1,1,1,0,0,0,103.75769230769231
Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,4184,0,49-60,1,1,1,0,1,0,4,1,1,1,1,1,0,105.31
Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,4123,0,13-24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.773333333333333
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,5780,0,61-72,1,1,1,0,1,1,5,1,1,1,0,1,0,110.65138888888889
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,5633,0,61-72,1,1,1,1,1,1,6,1,1,1,0,1,0,114.17222222222222
Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,5248,0,49-60,0,0,0,0,0,0,0,0,0,1,0,1,0,20.96818181818182
Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,5939,0,13-24,0,0,0,0,0,0,0,0,0,1,0,1,0,22.380434782608695
Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,6198,0,49-60,1,0,1,0,0,1,3,1,0,1,0,1,0,68.0
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,2010,0,0-6,0,0,0,0,0,0,0,0,0,1,0,0,1,19.9
Male,No,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,4993,0,37-48,1,1,0,1,1,0,4,1,0,0,0,0,0,71.26842105263158
Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,2535,0,7-12,0,0,0,0,0,0,0,0,1,0,0,0,0,69.09545454545454
Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,4209,0,0-6,0,0,0,1,0,0,1,1,0,0,0,0,1,49.3
Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,5800,0,49-60,0,1,0,1,1,1,4,1,1,0,0,1,0,107.7375
Male,No,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,5587,0,0-6,0,0,0,0,0,0,0,0,0,0,0,1,1,29.683333333333334
Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,4326,0,7-12,1,0,0,0,1,1,3,1,0,1,0,1,0,73.73571428571428
Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,4583,0,49-60,0,0,1,0,1,1,3,1,1,1,0,1,0,99.35169491525424
Male,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,4010,0,7-12,0,0,1,1,1,0,3,1,0,1,0,0,0,63.707142857142856
Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,5328,0,61-72,1,0,1,1,0,1,4,1,0,1,0,1,0,70.04788732394366
Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,3707,0,13-24,1,0,0,1,1,1,4,1,1,0,0,1,0,111.15
